diagrp,Cause,jobcode,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
2,Zoonotic bacterial diseases,1880,Fork Lift & Mechanical Truck Drivers,0,0.43,0,0,855,0.33,0,0,1122
2,Zoonotic bacterial diseases,1900,Storekeepers & warehousemen/women,2,0.72,276,33,998,0.81,248,30,897
2,Zoonotic bacterial diseases,1910,Dockers and Goods Porters,0,0.05,0,0,6764,0.06,0,0,5753
2,Zoonotic bacterial diseases,1920,Refuse & Salvage Collectors,0,0.12,0,0,2978,0.14,0,0,2720
2,Zoonotic bacterial diseases,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.04,0,0,10503,0.03,0,0,10579
2,Zoonotic bacterial diseases,1950,Beauticians & related occupations,0,0.01,0,0,35398,0.01,0,0,42506
2,Zoonotic bacterial diseases,1960,Other crafts,1,0.05,2036,61,11341,0.07,1397,42,7780
2,Zoonotic bacterial diseases,1970,Other transport and machine operatives,0,0.03,0,0,14733,0.05,0,0,6758
2,Zoonotic bacterial diseases,1980,Other labourers,1,0.82,122,4,678,0.90,111,3,618
3,Meningococcal infections,10,Lawyers,0,0.41,0,0,893,0.37,0,0,1000
3,Meningococcal infections,20,Accountants and Financial Managers,1,1.72,58,2,323,1.38,73,2,405
3,Meningococcal infections,30,Personnel Managers etc,0,0.36,0,0,1021,0.25,0,0,1476
3,Meningococcal infections,40,Economists & statisticians,1,0.24,417,13,2325,0.24,422,13,2351
3,Meningococcal infections,50,Computer Programmers and Managers,3,3.28,91,19,267,2.48,121,25,353
3,Meningococcal infections,60,Sales Managers etc.,2,3.09,65,8,234,2.25,89,11,321
3,Meningococcal infections,70,Government Inspectors,0,0.12,0,0,3126,0.08,0,0,4430
3,Meningococcal infections,80,Government administrators,0,0.12,0,0,2995,0.11,0,0,3211
3,Meningococcal infections,90,Other Administrators,1,2.83,35,1,197,2.07,48,1,270
3,Meningococcal infections,100,Teachers in Higher Education,0,0.48,0,0,769,0.40,0,0,912
3,Meningococcal infections,110,School Teachers,3,1.35,222,46,650,0.95,317,65,926
3,Meningococcal infections,120,"Vocational Trainers, Social Scientists etc.",0,0.49,0,0,751,0.37,0,0,1007
3,Meningococcal infections,130,Welfare Workers,1,0.86,116,3,647,0.59,171,5,951
3,Meningococcal infections,140,Clergy,0,0.12,0,0,3036,0.13,0,0,2861
3,Meningococcal infections,150,Doctors,1,0.28,359,11,2002,0.27,371,11,2068
3,Meningococcal infections,160,Dentists,0,0.04,0,0,8383,0.05,0,0,7842
3,Meningococcal infections,170,Nurses,2,0.68,296,36,1068,0.42,477,57,1723
3,Meningococcal infections,180,Pharmacists/Pharmacologists,0,0.10,0,0,3760,0.10,0,0,3853
3,Meningococcal infections,190,Medical Radiographers,1,0.03,3497,105,19476,0.02,5434,163,30266
3,Meningococcal infections,200,Physiotherapists,0,0.02,0,0,16877,0.01,0,0,25412
3,Meningococcal infections,210,Other Health Professions,0,0.24,0,0,1556,0.21,0,0,1774
3,Meningococcal infections,220,Veterinarians,0,0.02,0,0,18511,0.02,0,0,19768
3,Meningococcal infections,230,Driving Instructors,0,0.16,0,0,2377,0.16,0,0,2305
3,Meningococcal infections,240,Literary and Artistic Occupations,3,3.10,97,20,283,2.15,140,29,409
3,Meningococcal infections,250,"Professional athletes, sports officials",0,0.60,0,0,620,0.39,0,0,952
3,Meningococcal infections,260,Biological scientists,0,0.13,0,0,2777,0.13,0,0,2849
3,Meningococcal infections,270,Chemical Engineers and Scientists,0,0.12,0,0,3077,0.13,0,0,2893
3,Meningococcal infections,280,Physical Scientists & mathematicians,0,0.22,0,0,1674,0.21,0,0,1784
3,Meningococcal infections,290,Electrical and Electronic Engineers (professional),0,0.05,0,0,8081,0.05,0,0,7064
3,Meningococcal infections,300,Other Professional Engineers,1,1.29,77,2,431,1.21,83,2,460
3,Meningococcal infections,310,Draughtspersons,0,0.26,0,0,1408,0.20,0,0,1854
3,Meningococcal infections,320,Laboratory Technicians,0,0.45,0,0,824,0.28,0,0,1322
3,Meningococcal infections,330,Architects and Surveyors,2,0.67,301,36,1086,0.60,331,40,1195
3,Meningococcal infections,340,Aircraft Flight Deck Officers,0,0.04,0,0,8311,0.05,0,0,7901
3,Meningococcal infections,350,Air Traffic Controllers,0,0.02,0,0,21068,0.01,0,0,29069
3,Meningococcal infections,360,Seafarers,0,0.27,0,0,1382,0.31,0,0,1190
3,Meningococcal infections,370,Other Technicians,1,1.43,70,2,389,0.89,112,3,623
3,Meningococcal infections,380,Production and maintenance managers,3,1.13,266,55,776,1.09,276,57,807
3,Meningococcal infections,390,Managers in Construction,0,0.64,0,0,577,0.45,0,0,817
3,Meningococcal infections,400,"Managers in Transport, Mining and Energy Industries",2,1.20,167,20,602,0.83,240,29,868
3,Meningococcal infections,410,General and office managers,1,0.87,114,3,637,0.61,163,5,906
3,Meningococcal infections,420,Butchers,1,0.43,231,7,1289,0.48,207,6,1154
3,Meningococcal infections,430,"Fishmongers, Poultry Dressers",1,0.06,1720,52,9582,0.07,1538,46,8566
3,Meningococcal infections,440,Retailers and Dealers,7,4.77,147,59,302,4.51,155,62,320
3,Meningococcal infections,450,Publicans and Bar staff,3,1.84,163,34,476,1.57,191,39,558
3,Meningococcal infections,460,Caterers,3,1.67,179,37,524,1.57,191,40,559
3,Meningococcal infections,471,Farming and fishing,0,3.34,0,0,111,3.59,0,0,103
3,Meningococcal infections,480,Armed Forces,2,2.04,98,12,355,1.52,132,16,475
3,Meningococcal infections,490,Police,0,0.66,0,0,555,0.60,0,0,613
3,Meningococcal infections,500,Fire Service Personnel,0,0.21,0,0,1733,0.19,0,0,1941
3,Meningococcal infections,510,"Launderers, Dry Cleaners, Pressers",0,0.09,0,0,4247,0.10,0,0,3809
3,Meningococcal infections,520,Hairdressers,1,0.31,325,10,1808,0.33,305,9,1700
3,Meningococcal infections,530,Office Workers and Cashiers,8,5.32,150,65,296,4.85,165,71,325
3,Meningococcal infections,540,"Postal Workers, Mail Sorters",2,0.80,251,30,908,1.16,172,21,620
3,Meningococcal infections,560,Roundsmen/women & Van Salespersons,0,0.13,0,0,2760,0.14,0,0,2589
3,Meningococcal infections,570,Sales Representatives,1,2.28,44,1,244,1.40,72,2,399
3,Meningococcal infections,580,Security Workers,3,1.51,199,41,582,2.11,142,29,416
3,Meningococcal infections,590,Cooks,0,1.94,0,0,190,2.36,0,0,156
3,Meningococcal infections,600,Other Service Personnel,1,2.94,34,1,189,3.30,30,1,169
3,Meningococcal infections,601,Call centre workers,0,0.19,0,0,1974,0.18,0,0,2026
3,Meningococcal infections,610,Hospital Porters and Ward Orderlies,2,1.05,190,23,686,1.49,134,16,484
3,Meningococcal infections,620,Ambulance Staff,0,0.13,0,0,2854,0.11,0,0,3360
3,Meningococcal infections,631,Rail travel assistants,0,0.10,0,0,3818,0.09,0,0,4076
3,Meningococcal infections,640,Undertakers,0,0.05,0,0,7249,0.06,0,0,6009
3,Meningococcal infections,650,Forestry Workers,0,0.04,0,0,8249,0.06,0,0,5757
3,Meningococcal infections,671,Leather and related trades,0,0.07,0,0,5333,0.07,0,0,5320
3,Meningococcal infections,711,Weavers and knitters,0,0.05,0,0,8087,0.05,0,0,7495
3,Meningococcal infections,740,Other Textile Processing Operatives,0,0.07,0,0,5007,0.09,0,0,4277
3,Meningococcal infections,750,Chemical workers,1,0.30,338,10,1885,0.32,312,9,1737
3,Meningococcal infections,760,Bakers,0,0.21,0,0,1721,0.26,0,0,1432
3,Meningococcal infections,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",1,0.50,201,6,1119,0.66,151,5,843
3,Meningococcal infections,791,Paper and wood machine operatives,0,0.17,0,0,2231,0.25,0,0,1479
3,Meningococcal infections,800,Bookbinders,0,0.09,0,0,4203,0.10,0,0,3772
3,Meningococcal infections,821,Glass and ceramics workers,0,0.17,0,0,2228,0.21,0,0,1792
3,Meningococcal infections,850,Rubber Manufacturers,0,0.03,0,0,10724,0.06,0,0,5763
3,Meningococcal infections,881,Coal miners,0,0.38,0,0,980,0.46,0,0,808
3,Meningococcal infections,930,Plastic goods makers,0,0.15,0,0,2491,0.19,0,0,1984
3,Meningococcal infections,940,Compositors,0,0.04,0,0,9249,0.04,0,0,9987
3,Meningococcal infections,960,Printing Machine Minders & Assistants,0,0.06,0,0,6033,0.10,0,0,3656
3,Meningococcal infections,970,Printers,2,0.48,419,50,1512,0.52,387,46,1396
3,Meningococcal infections,980,Tailors & Dressmakers,0,0.02,0,0,15236,0.04,0,0,9433
3,Meningococcal infections,990,Clothing cutter,0,0.01,0,0,25008,0.02,0,0,17078
3,Meningococcal infections,1000,Sewers & embroiderers,0,0.14,0,0,2614,0.15,0,0,2478
3,Meningococcal infections,1010,Upholsterers,0,0.13,0,0,2873,0.13,0,0,2837
3,Meningococcal infections,1020,Floorers and wall tilers,1,0.42,238,7,1323,0.47,214,6,1194
3,Meningococcal infections,1030,Other workers with fabrics,0,0.02,0,0,17837,0.02,0,0,18884
3,Meningococcal infections,1040,Carpenters & Joiners,3,2.33,129,27,376,2.74,110,23,320
3,Meningococcal infections,1050,Cabinet Makers,0,0.24,0,0,1565,0.26,0,0,1407
3,Meningococcal infections,1070,Pattern Makers (moulds),0,0.02,0,0,22032,0.02,0,0,24076
3,Meningococcal infections,1140,Smiths & Forge Workers,0,0.06,0,0,5743,0.07,0,0,5013
3,Meningococcal infections,1160,"Moulders, Core Makers, Die Casters",0,0.04,0,0,9257,0.06,0,0,6587
3,Meningococcal infections,1170,Electroplater,0,0.04,0,0,9618,0.05,0,0,7181
3,Meningococcal infections,1200,Other Metal Manufacturers,0,0.16,0,0,2339,0.21,0,0,1762
3,Meningococcal infections,1211,Metal machining setters and setter-operators,0,0.17,0,0,2196,0.29,0,0,1285
3,Meningococcal infections,1241,Metal working machine operatives,0,1.76,0,0,210,2.24,0,0,165
3,Meningococcal infections,1290,"Tool Makers, Tool Fitters & Markers-Out",2,0.21,960,115,3465,0.21,938,113,3387
3,Meningococcal infections,1300,Precision Instrument Makers & Repairers,0,0.14,0,0,2707,0.14,0,0,2646
3,Meningococcal infections,1320,Production fitters,1,2.43,41,1,229,2.82,36,1,198
3,Meningococcal infections,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",1,1.63,61,2,341,1.97,51,2,283
3,Meningococcal infections,1370,"Electricians, Electrical Maintenance Fitters",2,2.11,95,11,343,2.35,85,10,307
3,Meningococcal infections,1390,Telephone Fitters,1,0.46,218,7,1215,0.39,257,8,1431
3,Meningococcal infections,1400,"Cable Jointers, Lines Repairers",0,0.08,0,0,4682,0.08,0,0,4377
3,Meningococcal infections,1410,"Radio, TV & Video Engineers",0,0.10,0,0,3516,0.10,0,0,3780
3,Meningococcal infections,1420,Other Electrical/Electronic Trades n.e.c.,0,0.35,0,0,1041,0.36,0,0,1031
3,Meningococcal infections,1430,Electrical Engineers (not professional),0,0.65,0,0,569,0.60,0,0,619
3,Meningococcal infections,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",2,1.55,129,15,465,1.69,119,14,428
3,Meningococcal infections,1450,Sheet Metal Workers,0,0.22,0,0,1669,0.27,0,0,1387
3,Meningococcal infections,1460,"Metal Plate Workers, Shipwrights, Riveters",0,0.09,0,0,4138,0.11,0,0,3478
3,Meningococcal infections,1470,Steel Erectors,0,0.13,0,0,2788,0.20,0,0,1876
3,Meningococcal infections,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",0,0.42,0,0,883,0.55,0,0,668
3,Meningococcal infections,1490,Welding Trades,2,0.92,216,26,781,1.01,199,24,718
3,Meningococcal infections,1510,Jewellery workers,0,0.05,0,0,7474,0.05,0,0,7527
3,Meningococcal infections,1530,Coach & Vehicle Body Builders,0,0.25,0,0,1486,0.31,0,0,1186
3,Meningococcal infections,1540,"Oilers, Greasers, Lubricators",0,0.75,0,0,490,1.08,0,0,343
3,Meningococcal infections,1580,Coach Painters,1,0.09,1131,34,6299,0.12,842,25,4691
3,Meningococcal infections,1600,Painters & Decorators,1,1.99,50,2,279,2.05,49,1,271
3,Meningococcal infections,1610,Assemblers/Lineworkers (electrical/electronic goods),0,0.13,0,0,2757,0.15,0,0,2405
3,Meningococcal infections,1630,Assemblers/Lineworkers (vehicles & other metal goods),1,0.18,563,17,3138,0.26,383,11,2135
3,Meningococcal infections,1640,"Packers, Sorters and Testers",1,0.92,108,3,602,0.97,103,3,576
3,Meningococcal infections,1650,"Bricklayers, Masons",0,0.93,0,0,397,1.14,0,0,323
3,Meningococcal infections,1670,Plasterers,1,0.68,147,4,817,0.87,114,3,638
3,Meningococcal infections,1680,Roofers and Glaziers,2,1.20,167,20,604,1.43,139,17,503
3,Meningococcal infections,1700,Rail Construction & Maintenance Workers,0,0.06,0,0,6436,0.06,0,0,5952
3,Meningococcal infections,1710,Road Construction Workers and Paviors,0,0.31,0,0,1203,0.36,0,0,1018
3,Meningococcal infections,1720,Sewage plant attendants,0,0.04,0,0,8378,0.05,0,0,7822
3,Meningococcal infections,1740,Other Construction Workers,8,8.70,92,40,181,9.70,82,36,162
3,Meningococcal infections,1760,Mine (excluding coal) & Quarry Workers,0,0.09,0,0,3922,0.12,0,0,3180
3,Meningococcal infections,1781,Rail transport operatives,0,0.23,0,0,1592,0.23,0,0,1586
3,Meningococcal infections,1800,Railway engine drivers,0,0.08,0,0,4596,0.09,0,0,4031
3,Meningococcal infections,1820,Bus & Coach Drivers,0,0.71,0,0,519,0.78,0,0,472
3,Meningococcal infections,1830,Lorry drivers,6,4.08,147,54,320,4.36,138,50,299
3,Meningococcal infections,1840,Other motor drivers,1,1.30,77,2,429,1.22,82,2,456
3,Meningococcal infections,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,0.34,0,0,1071,0.40,0,0,933
3,Meningococcal infections,1870,Crane Drivers,0,0.09,0,0,4139,0.15,0,0,2507
3,Meningococcal infections,1880,Fork Lift & Mechanical Truck Drivers,0,0.77,0,0,482,1.20,0,0,309
3,Meningococcal infections,1900,Storekeepers & warehousemen/women,5,3.00,166,54,388,3.30,152,49,354
3,Meningococcal infections,1910,Dockers and Goods Porters,0,0.12,0,0,3142,0.13,0,0,2794
3,Meningococcal infections,1920,Refuse & Salvage Collectors,0,0.37,0,0,1003,0.42,0,0,877
3,Meningococcal infections,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.04,0,0,9961,0.06,0,0,6194
3,Meningococcal infections,1950,Beauticians & related occupations,0,0.03,0,0,12818,0.03,0,0,11504
3,Meningococcal infections,1960,Other crafts,0,0.26,0,0,1442,0.30,0,0,1230
3,Meningococcal infections,1970,Other transport and machine operatives,0,0.13,0,0,2735,0.14,0,0,2676
3,Meningococcal infections,1980,Other labourers,2,2.83,71,8,255,3.18,63,8,227
4,Sepsis,10,Lawyers,9,4.50,200,92,380,4.95,182,83,345
4,Sepsis,20,Accountants and Financial Managers,17,16.47,103,60,165,17.49,97,57,156
4,Sepsis,30,Personnel Managers etc,2,2.69,74,9,269,2.82,71,9,256
4,Sepsis,40,Economists & statisticians,3,2.57,117,24,341,3.10,97,20,283
4,Sepsis,50,Computer Programmers and Managers,27,19.54,138,91,201,21.46,126,83,183
4,Sepsis,60,Sales Managers etc.,27,26.11,103,68,150,27.00,100,66,146
4,Sepsis,70,Government Inspectors,2,1.49,134,16,485,1.36,147,18,532
4,Sepsis,80,Government administrators,2,2.01,100,12,359,2.12,94,11,340
4,Sepsis,90,Other Administrators,29,30.45,95,64,137,30.37,95,64,137
4,Sepsis,100,Teachers in Higher Education,7,7.31,96,38,197,7.32,96,38,197
4,Sepsis,110,School Teachers,18,16.09,112,66,177,14.49,124,74,196
4,Sepsis,120,"Vocational Trainers, Social Scientists etc.",5,5.24,95,31,223,4.98,100,33,234
4,Sepsis,130,Welfare Workers,12,7.97,151,78,263,7.47,161,83,281
4,Sepsis,140,Clergy,1,1.81,55,2,308,2.17,46,1,257
4,Sepsis,150,Doctors,3,3.10,97,20,283,3.65,82,17,240
4,Sepsis,160,Dentists,0,0.63,0,0,582,0.76,0,0,486
4,Sepsis,170,Nurses,3,5.44,55,11,161,4.73,63,13,185
4,Sepsis,180,Pharmacists/Pharmacologists,1,0.91,110,3,613,1.04,96,3,537
4,Sepsis,190,Medical Radiographers,2,0.22,894,107,3229,0.19,1074,129,3879
4,Sepsis,200,Physiotherapists,1,0.18,550,16,3063,0.16,642,19,3574
4,Sepsis,210,Other Health Professions,5,3.04,164,53,384,2.67,187,61,437
4,Sepsis,220,Veterinarians,1,0.22,455,14,2532,0.25,400,12,2225
4,Sepsis,230,Driving Instructors,0,2.25,0,0,164,2.54,0,0,145
4,Sepsis,240,Literary and Artistic Occupations,33,25.26,131,90,183,22.03,150,103,210
4,Sepsis,250,"Professional athletes, sports officials",1,1.92,52,2,291,1.78,56,2,313
4,Sepsis,260,Biological scientists,2,1.40,143,17,514,1.63,123,15,444
4,Sepsis,270,Chemical Engineers and Scientists,4,1.76,227,62,581,2.12,189,51,483
4,Sepsis,280,Physical Scientists & mathematicians,1,2.08,48,1,267,2.49,40,1,224
4,Sepsis,290,Electrical and Electronic Engineers (professional),2,0.66,301,36,1088,0.78,256,31,924
4,Sepsis,300,Other Professional Engineers,9,15.68,57,26,109,17.73,51,23,96
4,Sepsis,310,Draughtspersons,2,4.19,48,6,172,3.19,63,8,227
4,Sepsis,320,Laboratory Technicians,0,3.59,0,0,103,3.23,0,0,114
4,Sepsis,330,Architects and Surveyors,6,7.45,81,30,175,8.28,72,27,158
4,Sepsis,340,Aircraft Flight Deck Officers,1,0.61,164,5,913,0.72,138,4,771
4,Sepsis,350,Air Traffic Controllers,0,0.22,0,0,1687,0.20,0,0,1876
4,Sepsis,360,Seafarers,5,5.13,97,32,227,5.08,98,32,230
4,Sepsis,370,Other Technicians,7,10.27,68,27,140,9.30,75,30,155
4,Sepsis,380,Production and maintenance managers,14,14.73,95,52,159,17.47,80,44,134
4,Sepsis,390,Managers in Construction,4,7.81,51,14,131,7.36,54,15,139
4,Sepsis,400,"Managers in Transport, Mining and Energy Industries",13,12.97,100,53,171,12.13,107,57,183
4,Sepsis,410,General and office managers,14,10.18,137,75,231,9.19,152,83,256
4,Sepsis,420,Butchers,7,5.40,130,52,267,5.65,124,50,255
4,Sepsis,430,"Fishmongers, Poultry Dressers",1,0.61,163,5,908,0.64,156,5,868
4,Sepsis,440,Retailers and Dealers,56,36.09,155,117,201,38.83,144,109,187
4,Sepsis,450,Publicans and Bar staff,18,15.63,115,68,182,15.49,116,69,184
4,Sepsis,460,Caterers,7,10.23,68,27,141,10.75,65,26,134
4,Sepsis,471,Farming and fishing,32,35.33,91,62,128,35.74,90,61,126
4,Sepsis,480,Armed Forces,10,11.69,86,41,157,9.66,104,50,190
4,Sepsis,490,Police,10,11.48,87,42,160,8.96,112,54,205
4,Sepsis,500,Fire Service Personnel,2,3.78,53,6,191,2.87,70,8,251
4,Sepsis,510,"Launderers, Dry Cleaners, Pressers",1,0.90,111,3,621,0.94,106,3,593
4,Sepsis,520,Hairdressers,7,2.37,295,118,608,2.61,268,108,553
4,Sepsis,530,Office Workers and Cashiers,61,65.64,93,71,119,51.86,118,90,151
4,Sepsis,540,"Postal Workers, Mail Sorters",6,13.57,44,16,96,14.50,41,15,90
4,Sepsis,560,Roundsmen/women & Van Salespersons,0,2.10,0,0,175,2.27,0,0,163
4,Sepsis,570,Sales Representatives,18,15.15,119,70,188,13.75,131,78,207
4,Sepsis,580,Security Workers,26,26.22,99,65,145,26.32,99,65,145
4,Sepsis,590,Cooks,17,14.86,114,67,183,15.60,109,63,175
4,Sepsis,600,Other Service Personnel,29,31.38,92,62,133,32.12,90,60,130
4,Sepsis,601,Call centre workers,0,0.71,0,0,517,0.55,0,0,671
4,Sepsis,610,Hospital Porters and Ward Orderlies,17,14.70,116,67,185,15.22,112,65,179
4,Sepsis,620,Ambulance Staff,0,2.48,0,0,149,1.82,0,0,203
4,Sepsis,631,Rail travel assistants,1,1.52,66,2,365,1.15,87,3,486
4,Sepsis,640,Undertakers,0,0.92,0,0,399,0.95,0,0,388
4,Sepsis,650,Forestry Workers,0,0.68,0,0,542,0.72,0,0,510
4,Sepsis,671,Leather and related trades,2,0.99,201,24,727,1.04,192,23,694
4,Sepsis,711,Weavers and knitters,0,0.84,0,0,442,0.87,0,0,425
4,Sepsis,740,Other Textile Processing Operatives,3,1.39,216,45,631,1.43,210,44,615
4,Sepsis,750,Chemical workers,5,5.91,85,27,198,5.32,94,30,219
4,Sepsis,760,Bakers,2,2.68,75,9,269,2.46,81,10,294
4,Sepsis,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",11,7.15,154,77,275,7.50,147,73,262
4,Sepsis,791,Paper and wood machine operatives,4,3.36,119,32,305,3.52,114,31,291
4,Sepsis,800,Bookbinders,1,0.92,109,3,605,0.96,104,3,580
4,Sepsis,821,Glass and ceramics workers,1,2.83,35,1,197,2.94,34,1,190
4,Sepsis,850,Rubber Manufacturers,3,0.90,334,69,975,0.92,325,67,951
4,Sepsis,881,Coal miners,8,10.17,79,34,155,10.43,77,33,151
4,Sepsis,930,Plastic goods makers,0,1.97,0,0,188,2.06,0,0,179
4,Sepsis,940,Compositors,0,0.74,0,0,501,0.66,0,0,562
4,Sepsis,960,Printing Machine Minders & Assistants,3,1.06,283,59,829,1.11,270,56,789
4,Sepsis,970,Printers,9,7.05,128,58,242,6.34,142,65,270
4,Sepsis,980,Tailors & Dressmakers,1,0.71,141,4,788,0.75,133,4,742
4,Sepsis,990,Clothing cutter,0,0.34,0,0,1078,0.37,0,0,1003
4,Sepsis,1000,Sewers & embroiderers,1,1.43,70,2,390,1.46,68,2,380
4,Sepsis,1010,Upholsterers,1,1.50,67,2,372,1.57,64,2,354
4,Sepsis,1020,Floorers and wall tilers,0,3.22,0,0,115,3.52,0,0,105
4,Sepsis,1030,Other workers with fabrics,0,0.31,0,0,1195,0.33,0,0,1108
4,Sepsis,1040,Carpenters & Joiners,20,24.96,80,49,124,27.89,72,44,111
4,Sepsis,1050,Cabinet Makers,0,2.64,0,0,140,2.83,0,0,130
4,Sepsis,1070,Pattern Makers (moulds),0,0.34,0,0,1093,0.31,0,0,1206
4,Sepsis,1140,Smiths & Forge Workers,0,0.70,0,0,528,0.74,0,0,500
4,Sepsis,1160,"Moulders, Core Makers, Die Casters",1,0.82,122,4,679,0.84,119,4,661
4,Sepsis,1170,Electroplater,1,0.61,163,5,906,0.64,156,5,870
4,Sepsis,1200,Other Metal Manufacturers,3,3.50,86,18,250,3.60,83,17,244
4,Sepsis,1211,Metal machining setters and setter-operators,3,4.37,69,14,201,4.54,66,14,193
4,Sepsis,1241,Metal working machine operatives,34,27.04,126,87,176,28.03,121,84,169
4,Sepsis,1290,"Tool Makers, Tool Fitters & Markers-Out",6,4.16,144,53,314,3.73,161,59,350
4,Sepsis,1300,Precision Instrument Makers & Repairers,1,2.36,42,1,236,2.16,46,1,258
4,Sepsis,1320,Production fitters,34,30.97,110,76,153,27.85,122,85,171
4,Sepsis,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",21,17.91,117,73,179,16.73,126,78,192
4,Sepsis,1370,"Electricians, Electrical Maintenance Fitters",24,29.00,83,53,123,26.97,89,57,132
4,Sepsis,1390,Telephone Fitters,8,7.85,102,44,201,5.83,137,59,271
4,Sepsis,1400,"Cable Jointers, Lines Repairers",1,0.95,106,3,589,0.84,119,4,662
4,Sepsis,1410,"Radio, TV & Video Engineers",3,1.64,183,38,536,1.53,196,41,574
4,Sepsis,1420,Other Electrical/Electronic Trades n.e.c.,2,3.93,51,6,184,3.16,63,8,229
4,Sepsis,1430,Electrical Engineers (not professional),12,9.15,131,68,229,7.01,171,88,299
4,Sepsis,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",16,19.42,82,47,134,18.75,85,49,139
4,Sepsis,1450,Sheet Metal Workers,2,3.02,66,8,239,3.21,62,7,225
4,Sepsis,1460,"Metal Plate Workers, Shipwrights, Riveters",2,1.89,106,13,383,1.95,103,12,371
4,Sepsis,1470,Steel Erectors,1,1.91,52,2,292,2.00,50,2,279
4,Sepsis,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",6,3.91,154,56,334,4.19,143,52,312
4,Sepsis,1490,Welding Trades,6,10.72,56,21,122,11.15,54,20,117
